name,rate,location,cuisines,cost_for_two,type
Chicken Man,3.7,Bellandur,"Roast Chicken, Burger",400,Dine-out
The Brewing Bean,3.7,Bellandur,Cafe,500,Dine-out
Cuppa,3.7,Bellandur,"Cafe, Fast Food",550,Dine-out
Re:fuel- Aloft Bengaluru Cessna Business Park,3.7,Bellandur,"Bakery, Beverages, Cafe, Coffee, Desserts, Sandwich",1000,Dine-out
Masala Kitchen,3.7,Bellandur,North Indian,700,Dine-out
New Andhra Spicy,3.6,Bellandur,"North Indian, Chinese, Andhra, South Indian, Biryani",200,Dine-out
Mughal Samraj,3.2,Bellandur,Fast Food,600,Dine-out
Reddy's Paradise,3.3,Bellandur,Andhra,700,Dine-out
Pasta Twist Plus,2.6,Bellandur,"Fast Food, Continental",400,Dine-out
Mirapakaya,3.7,Bellandur,"South Indian, Fast Food",300,Dine-out
Nandana Mess,3.4,Bellandur,"South Indian, Chinese",350,Dine-out
Palki Grand,2.9,Bellandur,"North Indian, Chinese, Biryani, Mangalorean",500,Dine-out
Bangalore Agarwal Bhavan,3.2,Bellandur,"Mithai, Street Food, Fast Food",200,Dine-out
Flamin Grill,3.5,Bellandur,"Lebanese, Turkish, BBQ, Burger",600,Dine-out
Chung Wah,2.9,Bellandur,"Chinese, Thai",400,Dine-out
Spicy Punjabi Pharatha,2.7,Bellandur,"North Indian, South Indian, Chinese",500,Dine-out
BTM Bawarchi Biryani,3.7,Bellandur,"Biryani, North Indian, Chinese",600,Dine-out
Palki's,3,Bellandur,"North Indian, Biryani",800,Dine-out
Al Khwaja,3,Bellandur,"North Indian, Chinese",400,Dine-out
Costa Coffee,3,Bellandur,"Cafe, Fast Food",500,Dine-out
Kolkata Famous Kati Roll,3.4,Bellandur,"Fast Food, Rolls",100,Dine-out
Vandana Mess,3.7,Bellandur,South Indian,200,Dine-out
Spice Garden by Dum Mast Biryani,3.2,Bellandur,"North Indian, South Indian, Biryani, Continental",550,Dine-out
Cafe Olive,3.8,Bellandur,"Cafe, European, Beverages, Italian",550,Dine-out
Pizza Hut,3.6,Bellandur,"Pizza, Fast Food",750,Dine-out
W XYZ Bar - Aloft Bengaluru Cessna Business Park,3.8,Bellandur,"Finger Food, North Indian",2000,Dine-out
Ghar Ki Rasoi,3.7,Bellandur,North Indian,500,Dine-out
Punjabi Tadka,2.6,Bellandur,"North Indian, Chinese",400,Dine-out
Al Khansah,3.9,Bellandur,"Biryani, Mughlai, Chinese, North Indian, Kebab",550,Dine-out
Apna Veg Dhaba,3.1,Bellandur,"North Indian, Chinese",400,Dine-out
Biriyani House,3.6,Bellandur,Biryani,400,Dine-out
Cafe Thulp,4,Bellandur,"Cafe, Burger, Italian, Salad",1000,Dine-out
Hyderabadi Bawarchi Biriyani,3.7,Bellandur,Biryani,450,Dine-out
Curry Flavours,3.7,Bellandur,"Tamil, South Indian, North Indian, Chinese",200,Dine-out
Shree Khana Khazana,4.2,Bellandur,"North Indian, Chinese",450,Dine-out
Tumbites,3.7,Bellandur,North Indian,200,Dine-out
Udupi Aatithya,4,Bellandur,"South Indian, North Indian, Chinese",300,Dine-out
Punjabi Nukkad Pure Veg,3.5,Bellandur,"North Indian, Chinese, Juices",500,Dine-out
Phulke Ghar Ke,4,Bellandur,"North Indian, Chinese",300,Dine-out
Biryani Kitchen,3.9,Bellandur,Biryani,400,Dine-out
Marwari Basa,3.1,Bellandur,"Rajasthani, North Indian",300,Dine-out
Homelicious Food,3.7,Bellandur,North Indian,200,Dine-out
Delhite Food,3.5,Bellandur,North Indian,300,Dine-out
Faasos,3.7,Bellandur,"North Indian, Biryani, Fast Food",500,Dine-out
The Modak,3.6,Bellandur,"North Indian, Street Food, Desserts, Chinese",400,Dine-out
Atithi Aramane Veg,3.9,Bellandur,"South Indian, North Indian, Chinese",300,Dine-out
Laddoos,2.9,Bellandur,"North Indian, Street Food, Mithai",250,Dine-out
KFC,3.6,Bellandur,"Burger, Fast Food",450,Dine-out
Cake Town Cafe,3.9,Bellandur,"Bakery, Desserts",500,Dine-out
Chef Baker's,3.6,Bellandur,"Bakery, Fast Food, Pizza, Burger, Cafe",600,Dine-out
Just Delhiwala,3.8,Bellandur,North Indian,300,Dine-out
Punjabi Dawat,2.9,Bellandur,"North Indian, Chinese",400,Dine-out
Kairali Restaurant,3.9,Bellandur,Kerala,200,Dine-out
Udupi Nalapaka,3.7,Bellandur,"South Indian, North Indian, Chinese",400,Dine-out
McDonald's,3.2,Bellandur,"Burger, Fast Food",500,Dine-out
Frosty Fills,3.7,Bellandur,"Desserts, Ice Cream",250,Dine-out
Ambur Dum Biriyani,3.4,Bellandur,Biryani,200,Dine-out
Indy Palate,3.6,Bellandur,"Continental, Biryani, Italian, North Indian, Chinese",250,Dine-out
Punjabi Food Point,3.3,Bellandur,"North Indian, Mughlai, Biryani, Chinese",450,Dine-out
Subway,3.6,Bellandur,"Salad, Fast Food",600,Dine-out
Pathankot Punjabi Restaurant,3.2,Bellandur,North Indian,350,Dine-out
Zayakedar,4,Bellandur,North Indian,250,Dine-out
Roll junction,3.1,Bellandur,"Fast Food, Rolls",150,Dine-out
Mumbai Xpress,2.9,Bellandur,"Fast Food, Street Food",350,Dine-out
Abbabi Chicken,3.8,Bellandur,Fast Food,200,Dine-out
Sri Ganesh Juice Junction,3.7,Bellandur,"Fast Food, Juices",200,Dine-out
Corner Huts,3.8,Bellandur,"North Indian, Chinese, Biryani, South Indian",300,Dine-out
Burrito Boys,2.7,Bellandur,"Mexican, Tex-Mex",330,Dine-out
Blueberry Restaurant,3.7,Bellandur,"North Indian, Biryani, South Indian",400,Dine-out
Monsoon,2.8,Bellandur,Continental,1000,Dine-out
Five Star Chicken,3.4,Bellandur,"Fast Food, Burger",200,Dine-out
Goli Vada Pav No. 1,3.3,Bellandur,Street Food,200,Dine-out
Parathe Ghar Ke,3.2,Bellandur,North Indian,300,Dine-out
Ritomi's Lov,3.7,Bellandur,North Indian,400,Dine-out
Cafe Daily Bread,3.7,Bellandur,"Bakery, Fast Food, Italian",600,Dine-out
Biriyani's & Curries,3.7,Bellandur,"Andhra, Biryani",400,Dine-out
Hungry Bird,3.6,Bellandur,"North Indian, Chinese, Biryani",400,Dine-out
Kerala Panoor Restaurant,3.5,Bellandur,"Kerala, Seafood, Biryani, South Indian",350,Dine-out
Shri Sai Ram Andhra Hotel,3.7,Bellandur,"South Indian, North Indian",300,Dine-out
The Kebab House,4.3,Bellandur,"Kebab, Biryani",250,Dine-out
Just Bake,3.7,Bellandur,"Bakery, Desserts",400,Dine-out
Udupi Ruchi,3.8,Bellandur,"South Indian, North Indian, Chinese, Street Food",200,Dine-out
Burger King,3.5,Bellandur,"Burger, Fast Food, Beverages",600,Dine-out
Mango Tree Grand,3.8,Bellandur,"Andhra, North Indian",700,Dine-out
Up Shawarma,3.4,Bellandur,Arabian,150,Dine-out
Pita Pit,3.3,Bellandur,"Healthy Food, Salad",600,Dine-out
Samosa Corner,3.7,Bellandur,Street Food,100,Dine-out
Noodles,3.4,Bellandur,Chinese,400,Dine-out
Madurai Meenakshi Vilas,3.6,Bellandur,South Indian,300,Dine-out
Ammi's Biryani,2.8,Bellandur,"Biryani, North Indian",500,Dine-out
Kolkata Famous Kati Rolls,3.6,Bellandur,"Fast Food, Rolls",100,Dine-out
Punjab Zone,2.9,Bellandur,North Indian,400,Dine-out
Paratha Treat,3.6,Bellandur,North Indian,200,Dine-out
Bawarchi Khaana,3.3,Bellandur,"North Indian, Chinese",600,Dine-out
Ramji Chaiwale,3.3,Bellandur,"Beverages, Fast Food",250,Dine-out
Spice Treat,3.7,Bellandur,Fast Food,500,Dine-out
Pasta Twist,3.7,Bellandur,"Italian, Fast Food",400,Dine-out
Punjabi Home Made Food,3.7,Bellandur,North Indian,400,Dine-out
Nawab's Kitchen,3.7,Bellandur,"Biryani, Chinese",400,Dine-out
Filmy Kitchen,3.7,Bellandur,"North Indian, South Indian, Italian, Chinese, Fast Food",400,Dine-out
Domino's Pizza,3.2,Bellandur,"Pizza, Fast Food",800,Dine-out
Sri Krishna Kitchen,3.6,Bellandur,"North Indian, Chinese",350,Dine-out
All In One Desi Khana,3.7,Bellandur,"North Indian, Chinese, Biryani",500,Dine-out
California Burrito,3.7,Bellandur,"Mexican, Fast Food",400,Dine-out
Punjabi,3.7,Bellandur,"North Indian, Chinese",500,Dine-out
Malhari Juice & Chats,3.7,Bellandur,Street Food,300,Dine-out
4-States,3.7,Bellandur,South Indian,250,Dine-out
Taste Of India,3.7,Bellandur,North Indian,300,Dine-out
4 States,3.7,Bellandur,South Indian,400,Dine-out
Noodle,3.7,Bellandur,Chinese,500,Dine-out
Paratha King,3.1,Bellandur,North Indian,300,Dine-out
Food Treat,3.3,Bellandur,"North Indian, South Indian",300,Dine-out
Sri Vasavi Restaurant,3.6,Bellandur,"Chinese, Biryani",250,Dine-out
Half & Half Food Box,3.1,Bellandur,"North Indian, Chinese, Biryani",500,Dine-out
Telugu Velugu,3,Bellandur,"South Indian, Biryani",300,Dine-out
Gowdaaa Mane Oota,3.4,Bellandur,South Indian,200,Dine-out
Harvest Market,3.7,Bellandur,"Continental, Pizza",500,Dine-out
Starve Nights,3.7,Bellandur,"Biryani, Chinese, North Indian",450,Dine-out
Wai Wai City,3.7,Bellandur,Chinese,250,Dine-out
Burger & Kulfi Plaza,3.7,Bellandur,Fast Food,300,Dine-out
Maza E Hind,3.7,Bellandur,North Indian,300,Dine-out
Hotel Thansika,3.7,Bellandur,"South Indian, Biryani",200,Dine-out
Nilavara Restaurant,3.7,Bellandur,Kerala,300,Dine-out
Shiv Shakti Hotel,3.7,Bellandur,North Indian,200,Dine-out
Basaveshwara Khanavali,3.7,Bellandur,North Indian,200,Dine-out
Vishal Foods,3.7,Bellandur,Fast Food,300,Dine-out
Hotel Aahaa,3.7,Bellandur,South Indian,200,Dine-out
Best Biryani,3.7,Bellandur,"North Indian, Biryani, Desserts",300,Dine-out
Crack That,3.3,Bellandur,Continental,500,Dine-out
Yummy Punjabi Delight,3.2,Bellandur,North Indian,500,Dine-out
TRP -That Roll Place,3.6,Bellandur,"Fast Food, Rolls",200,Dine-out
Ande Ka Funda,3,Bellandur,Fast Food,150,Dine-out
Sri Krishna Upahar,3.6,Bellandur,South Indian,250,Dine-out
Litti Chokha Junction,3.7,Bellandur,"Bihari, Chinese",250,Dine-out
Quick Bites Food Junction,3.2,Bellandur,"North Indian, South Indian, Street Food, Chinese",300,Dine-out
Uttar Karnataka Lunch Home,3.1,Bellandur,South Indian,150,Dine-out
Chatorr,2.9,Bellandur,"Fast Food, Street Food",400,Dine-out
New Desi Paratha Point,3.7,Bellandur,"North Indian, Chinese",400,Dine-out
Maa Vooru,3.3,Bellandur,Fast Food,300,Dine-out
Hotel Masthi Kabab,3.1,Bellandur,"North Indian, Chinese",300,Dine-out
Ambur Biriyani Centre,3.3,Bellandur,Biryani,150,Dine-out
Spice Of Kolkata,2.8,Bellandur,"Bengali, Rolls, Chinese",400,Dine-out
Spicy Hub,3,Bellandur,North Indian,400,Dine-out
Inhouse Burger,3.6,Bellandur,Fast Food,400,Dine-out
Ramana Hotel,3.7,Bellandur,"South Indian, North Indian",300,Dine-out
Taste Of India,3.1,Bellandur,"North Indian, Rolls",400,Dine-out
Cravingz,3.7,Bellandur,"Fast Food, Beverages",400,Dine-out
Kanthari Food Court,3.7,Bellandur,Kerala,150,Dine-out
Biryani Treat,3.7,Bellandur,Biryani,400,Dine-out
Five Satr Chiken,3.7,Bellandur,Fast Food,300,Dine-out
Parrattha Ssinghh,3.7,Bellandur,North Indian,250,Dine-out
Shree K Foods,3.7,Bellandur,"North Indian, South Indian",350,Dine-out
Chaatora Ghar,3.7,Bellandur,North Indian,200,Dine-out
Savi Sagar,3.2,Bellandur,"North Indian, South Indian, Chinese",400,Dine-out
Biryani Kitchen,3.5,Bellandur,Biryani,350,Dine-out
The Paratha Studio,3.7,Bellandur,North Indian,200,Dine-out
Xung Fu,3.7,Bellandur,"Asian, Chinese",350,Dine-out
Singh Saheb Di Rasoi,3.2,Bellandur,North Indian,800,Dine-out
Yummy Punjabi,2.9,Bellandur,"North Indian, Chinese",400,Dine-out
Ambur Dum Biriyani,3,Bellandur,Biryani,150,Dine-out
Biriyani Adda,3.7,Bellandur,"North Indian, Chinese, Biryani, Kebab",350,Dine-out
Rangla Punjab,2.9,Bellandur,"North Indian, Chinese",450,Dine-out
Deli Chats & Sweets,3.7,Bellandur,"Street Food, Mithai",200,Dine-out
Basaveshwara Khanavali,3.3,Bellandur,South Indian,150,Dine-out
Punjabi Khana,3,Bellandur,North Indian,500,Dine-out
Yummy Tummy,3,Bellandur,"Rolls, North Indian, Chinese, Biryani",400,Dine-out
The Black Pearl,4.8,Marathahalli,"North Indian, European, Mediterranean, BBQ",1500,Dine-out
Byg Brewski Brewing Company,4.9,Sarjapur Road,"Continental, North Indian, Italian, South Indian, Finger Food",1600,Dine-out
Hoot,4.2,Sarjapur Road,"Continental, Italian, North Indian",1400,Dine-out
The Fisherman's Wharf,4.4,Sarjapur Road,"Seafood, Goan, North Indian, Continental, Asian",1400,Dine-out
Sarjapur Social,4.6,Sarjapur Road,"American, North Indian, Chinese, Finger Food",1500,Dine-out
OPUS Club,4.4,Sarjapur Road,"Continental, Italian, North Indian, Mexican",1900,Dine-out
Jalsa Gold,4.5,Marathahalli,"North Indian, Mughlai, Italian",1300,Dine-out
Float,4.4,Marathahalli,"North Indian, Japanese",1500,Dine-out
THE RIG,4.3,Sarjapur Road,"Continental, Finger Food, Pizza",1500,Dine-out
AB's - Absolute Barbecues,4.7,Sarjapur Road,"European, Mediterranean, North Indian, BBQ",1600,Dine-out
Vapour Brewpub and Diner,4.6,Sarjapur Road,"North Indian, Continental, Italian",1400,Dine-out
The Hidden Home,4.3,Sarjapur Road,"Asian, Chinese, Continental, North Indian, South Indian",1300,Dine-out
Barbecoa,4.3,Marathahalli,"North Indian, Continental, Chettinad, Andhra, Bengali",1000,Dine-out
Opus Food Stories,4.7,Sarjapur Road,"Goan, Asian, North Indian, European, Continental",1500,Dine-out
Kanua,4.4,Sarjapur Road,"Konkan, Mangalorean, Seafood",1400,Dine-out
Village - The Soul of India,3.9,Sarjapur Road,"North Indian, Lucknowi, Gujarati, Maharashtrian, South Indian, Bengali",1100,Dine-out
Little Italy,4.3,Sarjapur Road,"Italian, Pizza",1500,Dine-out
Xtreme Sports Bar,4,Sarjapur Road,"Continental, Chinese, North Indian",1300,Dine-out
Blue Terrain - Novotel,4.2,Marathahalli,"Spanish, Italian, Mediterranean",2000,Dine-out
Asia Alive - DoubleTree Suites By Hilton,4.1,Sarjapur Road,"Continental, Thai, Malaysian, Burmese, Korean, Vietnamese, Chinese, North Indian",2000,Dine-out
The Square - Novotel,4.3,Marathahalli,"Continental, North Indian, Japanese, Italian",2500,Dine-out
Zoey's,4.3,Sarjapur Road,"Cafe, Italian, Continental, Burger",600,Dine-out
Suryawanshi,4.5,Sarjapur Road,"Maharashtrian, Seafood",700,Dine-out
The Meal Story,4.2,Sarjapur Road,"North Indian, Street Food",700,Dine-out
Eating Love,4.3,Sarjapur Road,"Cafe, Italian, Pizza",800,Dine-out
RRoyal Rajasthan,4.3,Sarjapur Road,"Rajasthani, North Indian",500,Dine-out
Purani Dilli By Anand Sweets,4.1,Sarjapur Road,"North Indian, Continental, Street Food",500,Dine-out
Beijing Bites,3.5,Sarjapur Road,"Chinese, Thai",850,Dine-out
Savoury Restaurant,2.9,Sarjapur Road,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800,Dine-out
Tapout Tavern,4.1,Sarjapur Road,"American, Asian, Continental, North Indian, South Indian, Chinese",1200,Dine-out
Vandana Andhra and Multi Cuisine,4.1,Sarjapur Road,"Andhra, Hyderabadi, Biryani, Chinese, North Indian",900,Dine-out
The Punjabi Rasoi,3.7,Sarjapur Road,North Indian,800,Dine-out
Royale Dine,3.5,Sarjapur Road,"North Indian, South Indian, Biryani",600,Dine-out
Nayi Dilli by Anand Sweets,4,Sarjapur Road,"North Indian, Chinese",1000,Dine-out
Silsila Restaurant,3.7,Sarjapur Road,"Chinese, North Indian",600,Dine-out
Hyderabad Biryaani House,3.7,Marathahalli,"Biryani, North Indian, Chinese",550,Dine-out
Shanghai Bistro,4.1,Sarjapur Road,"Chinese, Thai, Vietnamese",800,Dine-out
Mangala Hotel,3.8,Sarjapur Road,"Kerala, Chinese, North Indian",300,Dine-out
Dad's Cookhouse,4,Sarjapur Road,"North Indian, Street Food, Chinese, Fast Food",300,Dine-out
Jashn,3.7,Marathahalli,North Indian,750,Dine-out
Kritunga Restaurant,2.6,Sarjapur Road,"Andhra, Biryani",600,Dine-out
Petoo,3.7,Sarjapur Road,"North Indian, Fast Food, Street Food",800,Dine-out
AKSHAYA BIRYANI,3.6,Sarjapur Road,"Biryani, North Indian",300,Dine-out
Cauvery Hyderabadi Biriyani,3.8,Marathahalli,"North Indian, Chinese",600,Dine-out
Cafe Repeat,3.7,Sarjapur Road,"North Indian, Fast Food",250,Dine-out
The Flying Cup,4.2,Sarjapur Road,"Beverages, Fast Food, Tea",150,Dine-out
Flavours - Octave Hotel & Spa,3,Sarjapur Road,"North Indian, Chinese",700,Dine-out
Sri Vishnu Grand,3.8,Sarjapur Road,"South Indian, North Indian, Chinese",400,Dine-out
Tarbouche,3.5,Sarjapur Road,Turkish,300,Dine-out
Ajwa Thalassery Biryani,3.9,Sarjapur Road,"Biryani, South Indian",500,Dine-out
Light House Cafe,3.7,Marathahalli,"Cafe, Beverages, Continental, North Indian, Chinese",700,Dine-out
Chaai Resto,4.1,Sarjapur Road,"Cafe, Rolls, Fast Food",200,Dine-out
Natural Ice Cream,4.3,Sarjapur Road,"Ice Cream, Desserts",150,Dine-out
Nanda's,3.3,Sarjapur Road,"North Indian, Chinese, Andhra",600,Dine-out
Reddy's Restaurant,3.6,Sarjapur Road,"Andhra, Biryani, South Indian, Chinese",500,Dine-out
Hyderabadi Biryani Hub,3.5,Sarjapur Road,"Biryani, North Indian",600,Dine-out
Zeeshan,2.6,Sarjapur Road,"North Indian, Mughlai, Biryani, Rolls",600,Dine-out
Abhiruchi Restaurant,3.4,Sarjapur Road,"Andhra, North Indian, Chinese",400,Dine-out
Southinn,3.2,Sarjapur Road,"South Indian, Fast Food, Chinese, North Indian, Street Food",250,Dine-out
Donne Biriyani House,3.2,Sarjapur Road,Biryani,300,Dine-out
Chez Nous - Novotel,3.9,Marathahalli,"European, French, North Indian",2500,Dine-out
Petoo,3.7,Sarjapur Road,"North Indian, Fast Food",450,Dine-out
B'Town Cafe & Restaurant,3.5,Marathahalli,"Arabian, Continental",350,Dine-out
Wimpie,3.3,Sarjapur Road,"South Indian, North Indian, Continental, Chinese",600,Dine-out
Momo Rice Noodles,3.4,Sarjapur Road,"Chinese, Momos",600,Dine-out
Le Charcoal Xpress,3.5,Sarjapur Road,"Arabian, Lebanese, Chinese, Rolls",500,Dine-out
Dhaba Shaba,3.2,Sarjapur Road,"North Indian, Fast Food",250,Dine-out
Kabab Mandra,2.9,Sarjapur Road,"North Indian, Chinese, Rolls",300,Dine-out
Sree Lakshmi Venkateshwara Andhra Mess,3.5,Marathahalli,"Andhra, South Indian",400,Dine-out
Andhra Vilaas,3.7,Sarjapur Road,"Andhra, North Indian, Biryani",350,Dine-out
Baba Da Dhaba,3.6,Sarjapur Road,North Indian,650,Dine-out
Get Ur Fix,3.7,Marathahalli,"Fast Food, Beverages",300,Dine-out
Ambur Star Dum Biryani,3.7,Sarjapur Road,Biryani,250,Dine-out
Equinox Bar - DoubleTree Suites By Hilton,3.9,Sarjapur Road,"Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food",1900,Dine-out
Kidilum,3.6,Marathahalli,"North Indian, Chinese, Kerala",450,Dine-out
Lucknow Central,3,Marathahalli,North Indian,350,Dine-out
Dosa Time,3.7,Sarjapur Road,South Indian,150,Dine-out
Thiruvithamkoor Restaurant,3.3,Sarjapur Road,"Kerala, Seafood, South Indian, Biryani",400,Dine-out
Bengaluru's Biryanis Paradise,3.7,Marathahalli,Biryani,300,Dine-out
Arab 360,3.7,Marathahalli,Arabian,250,Dine-out
The Shed,3.7,Sarjapur Road,"Cafe, Fast Food",400,Dine-out
Delish Multi Cuisine Andhra Style Restaurant,3.7,Sarjapur Road,"Andhra, Chinese, South Indian, North Indian",600,Dine-out
Ghar Ka Chulha,3.1,Sarjapur Road,"North Indian, Chinese",550,Dine-out
Helloo Delhi,3.2,Sarjapur Road,North Indian,1000,Dine-out
Shahi Zaikha,3.2,Sarjapur Road,"Chinese, North Indian, Mughlai",300,Dine-out
Lassi Cafe,3.6,Sarjapur Road,"Beverages, Street Food, North Indian",300,Dine-out
Atithi Food Park,3.7,Marathahalli,"South Indian, North Indian, Chinese",450,Dine-out
Jhanavi Restaurant,3.7,Sarjapur Road,"South Indian, North Indian",400,Dine-out
Ultra Biriyani Paradise,3.2,Sarjapur Road,Biryani,300,Dine-out
Basaveshwara Khanavali,3.6,Sarjapur Road,South Indian,150,Dine-out
Quiznos,3.3,Sarjapur Road,American,500,Dine-out
Paratha Plaza,3.5,Sarjapur Road,North Indian,250,Dine-out
Ambur Star Biryani,3.5,Sarjapur Road,Biryani,200,Dine-out
Foodies Hub,3.1,Sarjapur Road,"North Indian, South Indian, Seafood",500,Dine-out
Sardar Ka Chullah,3.7,Marathahalli,North Indian,400,Dine-out
Pizza Stop,3.2,Sarjapur Road,"Pizza, Italian",600,Dine-out
Rampyari Chaiwala Netaji Bhajiawala,3.1,Sarjapur Road,"Street Food, South Indian",150,Dine-out
A La Carte Restaurant,3.7,Sarjapur Road,"Chinese, North Indian",500,Dine-out
Green Hotel,3.7,Sarjapur Road,"North Indian, Chinese",200,Dine-out
Smokin Bites,3.4,Sarjapur Road,"North Indian, Chinese",200,Dine-out
T Square,3.2,Sarjapur Road,"Fast Food, Street Food",150,Dine-out
Kabab Magic,2.9,Sarjapur Road,"North Indian, Kebab, Chinese, Fast Food",400,Dine-out
Rolls Kitchen,3.2,Marathahalli,"Fast Food, Rolls",250,Dine-out
Visantoe,3.7,Marathahalli,"Steak, Continental",500,Dine-out
Happy Eat,3.7,Sarjapur Road,"Biryani, Chinese, North Indian",300,Dine-out
Punjabi Last Stand,3.7,Sarjapur Road,North Indian,300,Dine-out
Best Biryani,3.7,Sarjapur Road,"North Indian, Biryani, Ice Cream, Desserts",500,Dine-out
Shree Guru Sagar,3.7,Sarjapur Road,"Chinese, South Indian",200,Dine-out
Serene Restaurant,3.7,HSR,North Indian,300,Dine-out
Zaika of North,3.7,Sarjapur Road,"North Indian, Chinese",500,Dine-out
Best Biryani,3.7,Sarjapur Road,"North Indian, Biryani, Desserts",300,Dine-out
Hotel Shreekshetra,3.6,Sarjapur Road,"North Indian, Chinese",300,Dine-out
Eatwell Restaurant,3,Sarjapur Road,"Biryani, Chinese, North Indian",400,Dine-out
Fine Day,3.1,Sarjapur Road,"Biryani, Andhra, North Indian",500,Dine-out
Ambur Biryani Point,3.3,Sarjapur Road,Biryani,150,Dine-out
Uttara Karnataka Food,3.7,Marathahalli,South Indian,200,Dine-out
Tandoori Tadka,3.7,Marathahalli,"North Indian, Chinese",300,Dine-out
Park N Eat,3.7,Marathahalli,"Chinese, North Indian",300,Dine-out
Khan Saheb Grills And Rolls,3.2,Sarjapur Road,"Biryani, Fast Food, Rolls",400,Dine-out
Atithi Grand Veg Hotel,3.7,Sarjapur Road,South Indian,300,Dine-out
Delhi Restaurant,3.8,Marathahalli,"North Indian, Mughlai, Chinese",400,Dine-out
Appetite Workstation,3.6,Sarjapur Road,"North Indian, Chinese, Biryani",500,Dine-out
Amrutha Grand Restaurant,3.2,Sarjapur Road,"North Indian, Biryani, Chinese",500,Dine-out
Just Shawarma,3.8,Sarjapur Road,Arabian,300,Dine-out
Nandhini Deluxe,2.9,Sarjapur Road,"Andhra, North Indian",800,Dine-out
